Scaffold_name	Bin_name	KO	Abundance
700mSIPHEX2_24_scaffold_33_c1_56	700mSIPHEX2_24	K18991	1
700mSIPHEX2_24_scaffold_33_c1_6	700mSIPHEX2_24	K21430	2
700mSIPHEX2_24_scaffold_33_c1_60	700mSIPHEX2_24	K09771	1
700mSIPHEX2_24_scaffold_33_c1_64	700mSIPHEX2_24	K06213	2
700mSIPHEX2_24_scaffold_33_c1_66	700mSIPHEX2_24	K02003	3
700mSIPHEX2_24_scaffold_33_c1_67	700mSIPHEX2_24	K02004	3
700mSIPHEX2_24_scaffold_33_c1_69	700mSIPHEX2_24	K17836	1
700mSIPHEX2_24_scaffold_33_c1_70	700mSIPHEX2_24	K07148	1
700mSIPHEX2_24_scaffold_33_c1_76	700mSIPHEX2_24	K09927	1
700mSIPHEX2_24_scaffold_33_c1_8	700mSIPHEX2_24	K00681	1
700mSIPHEX2_24_scaffold_33_c1_83	700mSIPHEX2_24	K00525	1
700mSIPHEX2_24_scaffold_33_c1_85	700mSIPHEX2_24	K05833	1
700mSIPHEX2_24_scaffold_33_c1_86	700mSIPHEX2_24	K05832	1
700mSIPHEX2_24_scaffold_33_c1_87	700mSIPHEX2_24	K01989	1
700mSIPHEX2_24_scaffold_33_c1_88	700mSIPHEX2_24	K01897	2
700mSIPHEX2_24_scaffold_33_c1_9	700mSIPHEX2_24	K01433	1
700mSIPHEX2_24_scaffold_33_c1_90	700mSIPHEX2_24	K02011	1
700mSIPHEX2_24_scaffold_33_c1_91	700mSIPHEX2_24	K02012	1
700mSIPHEX2_24_scaffold_33_c1_94	700mSIPHEX2_24	K25135	1
700mSIPHEX2_24_scaffold_33_c1_96	700mSIPHEX2_24	K01990	2
700mSIPHEX2_24_scaffold_33_c1_98	700mSIPHEX2_24	K06879	1
700mSIPHEX2_24_scaffold_33_c1_99	700mSIPHEX2_24	K01768	1
700mSIPHEX2_24_scaffold_368_c1_1	700mSIPHEX2_24	K06075	1
700mSIPHEX2_24_scaffold_368_c1_10	700mSIPHEX2_24	K01061	1
700mSIPHEX2_24_scaffold_368_c1_11	700mSIPHEX2_24	K23107	1
700mSIPHEX2_24_scaffold_368_c1_13	700mSIPHEX2_24	K01992	1
700mSIPHEX2_24_scaffold_368_c1_17	700mSIPHEX2_24	K22108	2
700mSIPHEX2_24_scaffold_368_c1_19	700mSIPHEX2_24	K04755	1
700mSIPHEX2_24_scaffold_368_c1_2	700mSIPHEX2_24	K09953	2
700mSIPHEX2_24_scaffold_368_c1_21	700mSIPHEX2_24	K00529	1
700mSIPHEX2_24_scaffold_368_c1_22	700mSIPHEX2_24	K07481	2
700mSIPHEX2_24_scaffold_368_c1_24	700mSIPHEX2_24	K07481	2
700mSIPHEX2_24_scaffold_368_c1_3	700mSIPHEX2_24	K03585	1
700mSIPHEX2_24_scaffold_368_c1_4	700mSIPHEX2_24	K18138	1
700mSIPHEX2_24_scaffold_368_c1_5	700mSIPHEX2_24	K18139	1
700mSIPHEX2_24_scaffold_368_c1_7	700mSIPHEX2_24	K00799	6
700mSIPHEX2_24_scaffold_368_c1_9	700mSIPHEX2_24	K16137	1
700mSIPHEX2_24_scaffold_52_c1_1	700mSIPHEX2_24	K00626	5
700mSIPHEX2_24_scaffold_52_c1_10	700mSIPHEX2_24	K03744	2
700mSIPHEX2_24_scaffold_52_c1_100	700mSIPHEX2_24	K11719	1
700mSIPHEX2_24_scaffold_52_c1_101	700mSIPHEX2_24	K09774	1
700mSIPHEX2_24_scaffold_52_c1_102	700mSIPHEX2_24	K06861	1
700mSIPHEX2_24_scaffold_52_c1_103	700mSIPHEX2_24	K03092	1
700mSIPHEX2_24_scaffold_52_c1_104	700mSIPHEX2_24	K05808	1
700mSIPHEX2_24_scaffold_52_c1_105	700mSIPHEX2_24	K02806	1
700mSIPHEX2_24_scaffold_52_c1_106	700mSIPHEX2_24	K06958	1
700mSIPHEX2_24_scaffold_52_c1_107	700mSIPHEX2_24	K02784	1
700mSIPHEX2_24_scaffold_52_c1_108	700mSIPHEX2_24	K06213	2
700mSIPHEX2_24_scaffold_52_c1_109	700mSIPHEX2_24	K09889	1
700mSIPHEX2_24_scaffold_52_c1_11	700mSIPHEX2_24	K03799	2
700mSIPHEX2_24_scaffold_52_c1_110	700mSIPHEX2_24	K11206	1
700mSIPHEX2_24_scaffold_52_c1_112	700mSIPHEX2_24	K08301	1
700mSIPHEX2_24_scaffold_52_c1_113	700mSIPHEX2_24	K06287	1
700mSIPHEX2_24_scaffold_52_c1_114	700mSIPHEX2_24	K03571	1
700mSIPHEX2_24_scaffold_52_c1_115	700mSIPHEX2_24	K03570	1
700mSIPHEX2_24_scaffold_52_c1_116	700mSIPHEX2_24	K03569	1
700mSIPHEX2_24_scaffold_52_c1_118	700mSIPHEX2_24	K02435	1
700mSIPHEX2_24_scaffold_52_c1_119	700mSIPHEX2_24	K02433	1
700mSIPHEX2_24_scaffold_52_c1_119	700mSIPHEX2_24	K01426	3
700mSIPHEX2_24_scaffold_52_c1_12	700mSIPHEX2_24	K02453	1
700mSIPHEX2_24_scaffold_52_c1_120	700mSIPHEX2_24	K02434	1
700mSIPHEX2_24_scaffold_52_c1_121	700mSIPHEX2_24	K14441	1
700mSIPHEX2_24_scaffold_52_c1_123	700mSIPHEX2_24	K00957	1
700mSIPHEX2_24_scaffold_52_c1_124	700mSIPHEX2_24	K00955	1
700mSIPHEX2_24_scaffold_52_c1_124	700mSIPHEX2_24	K00956	1
700mSIPHEX2_24_scaffold_52_c1_125	700mSIPHEX2_24	K06899	2
700mSIPHEX2_24_scaffold_52_c1_126	700mSIPHEX2_24	K00556	1
700mSIPHEX2_24_scaffold_52_c1_127	700mSIPHEX2_24	K06168	1
700mSIPHEX2_24_scaffold_52_c1_128	700mSIPHEX2_24	K06217	1
700mSIPHEX2_24_scaffold_52_c1_129	700mSIPHEX2_24	K07042	1
700mSIPHEX2_24_scaffold_52_c1_13	700mSIPHEX2_24	K02452	2
700mSIPHEX2_24_scaffold_52_c1_130	700mSIPHEX2_24	K06189	1
700mSIPHEX2_24_scaffold_52_c1_131	700mSIPHEX2_24	K03820	1
700mSIPHEX2_24_scaffold_52_c1_134	700mSIPHEX2_24	K01869	1
700mSIPHEX2_24_scaffold_52_c1_135	700mSIPHEX2_24	K03643	1
700mSIPHEX2_24_scaffold_52_c1_136	700mSIPHEX2_24	K02340	1
700mSIPHEX2_24_scaffold_52_c1_138	700mSIPHEX2_24	K01150	1
700mSIPHEX2_24_scaffold_52_c1_139	700mSIPHEX2_24	K20035	3
700mSIPHEX2_24_scaffold_52_c1_14	700mSIPHEX2_24	K02463	1
700mSIPHEX2_24_scaffold_52_c1_140	700mSIPHEX2_24	K20035	3
700mSIPHEX2_24_scaffold_52_c1_143	700mSIPHEX2_24	K01935	1
700mSIPHEX2_24_scaffold_52_c1_144	700mSIPHEX2_24	K02169	1
700mSIPHEX2_24_scaffold_52_c1_146	700mSIPHEX2_24	K00652	1
700mSIPHEX2_24_scaffold_52_c1_147	700mSIPHEX2_24	K01012	1
700mSIPHEX2_24_scaffold_52_c1_148	700mSIPHEX2_24	K02242	1
700mSIPHEX2_24_scaffold_52_c1_15	700mSIPHEX2_24	K04077	1
700mSIPHEX2_24_scaffold_52_c1_153	700mSIPHEX2_24	K15256	1
700mSIPHEX2_24_scaffold_52_c1_154	700mSIPHEX2_24	K15257	1
700mSIPHEX2_24_scaffold_52_c1_155	700mSIPHEX2_24	K01939	1
700mSIPHEX2_24_scaffold_52_c1_156	700mSIPHEX2_24	K02502	1
700mSIPHEX2_24_scaffold_52_c1_157	700mSIPHEX2_24	K04087	1
700mSIPHEX2_24_scaffold_52_c1_158	700mSIPHEX2_24	K04088	1
700mSIPHEX2_24_scaffold_52_c1_159	700mSIPHEX2_24	K03665	1
700mSIPHEX2_24_scaffold_52_c1_16	700mSIPHEX2_24	K04078	1
700mSIPHEX2_24_scaffold_52_c1_160	700mSIPHEX2_24	K03666	1
700mSIPHEX2_24_scaffold_52_c1_161	700mSIPHEX2_24	K00791	1
700mSIPHEX2_24_scaffold_52_c1_162	700mSIPHEX2_24	K03572	1
700mSIPHEX2_24_scaffold_52_c1_163	700mSIPHEX2_24	K01448	1
700mSIPHEX2_24_scaffold_52_c1_164	700mSIPHEX2_24	K06925	1
700mSIPHEX2_24_scaffold_52_c1_165	700mSIPHEX2_24	K23997	1
700mSIPHEX2_24_scaffold_52_c1_165	700mSIPHEX2_24	K17758	1
700mSIPHEX2_24_scaffold_52_c1_166	700mSIPHEX2_24	K18979	1
700mSIPHEX2_24_scaffold_52_c1_167	700mSIPHEX2_24	K13288	1
700mSIPHEX2_24_scaffold_52_c1_168	700mSIPHEX2_24	K06949	1
700mSIPHEX2_24_scaffold_52_c1_169	700mSIPHEX2_24	K02557	3
700mSIPHEX2_24_scaffold_52_c1_17	700mSIPHEX2_24	K07113	1
700mSIPHEX2_24_scaffold_52_c1_170	700mSIPHEX2_24	K02556	2
700mSIPHEX2_24_scaffold_52_c1_171	700mSIPHEX2_24	K01613	1
700mSIPHEX2_24_scaffold_52_c1_172	700mSIPHEX2_24	K04568	1
700mSIPHEX2_24_scaffold_52_c1_173	700mSIPHEX2_24	K02356	2
700mSIPHEX2_24_scaffold_52_c1_174	700mSIPHEX2_24	K19810	1
700mSIPHEX2_24_scaffold_52_c1_175	700mSIPHEX2_24	K23127	1
700mSIPHEX2_24_scaffold_52_c1_176	700mSIPHEX2_24	K21025	1
700mSIPHEX2_24_scaffold_52_c1_177	700mSIPHEX2_24	K01079	1
700mSIPHEX2_24_scaffold_52_c1_178	700mSIPHEX2_24	K02621	1
700mSIPHEX2_24_scaffold_52_c1_18	700mSIPHEX2_24	K00059	5
700mSIPHEX2_24_scaffold_52_c1_180	700mSIPHEX2_24	K03406	9
700mSIPHEX2_24_scaffold_52_c1_182	700mSIPHEX2_24	K12262	1
700mSIPHEX2_24_scaffold_52_c1_185	700mSIPHEX2_24	K02622	1
700mSIPHEX2_24_scaffold_52_c1_187	700mSIPHEX2_24	K14645	1
700mSIPHEX2_24_scaffold_52_c1_188	700mSIPHEX2_24	K11690	3
700mSIPHEX2_24_scaffold_52_c1_19	700mSIPHEX2_24	K07443	1
700mSIPHEX2_24_scaffold_52_c1_191	700mSIPHEX2_24	K22108	2
700mSIPHEX2_24_scaffold_52_c1_193	700mSIPHEX2_24	K13774	1
700mSIPHEX2_24_scaffold_52_c1_194	700mSIPHEX2_24	K13778	1
700mSIPHEX2_24_scaffold_52_c1_195	700mSIPHEX2_24	K11731	1
700mSIPHEX2_24_scaffold_52_c1_196	700mSIPHEX2_24	K13779	1
700mSIPHEX2_24_scaffold_52_c1_197	700mSIPHEX2_24	K13777	1
700mSIPHEX2_24_scaffold_52_c1_197	700mSIPHEX2_24	K01968	1
700mSIPHEX2_24_scaffold_52_c1_197	700mSIPHEX2_24	K01961	1
700mSIPHEX2_24_scaffold_52_c1_198	700mSIPHEX2_24	K13775	1
700mSIPHEX2_24_scaffold_52_c1_199	700mSIPHEX2_24	K13776	1
700mSIPHEX2_24_scaffold_52_c1_2	700mSIPHEX2_24	K00059	5
700mSIPHEX2_24_scaffold_52_c1_20	700mSIPHEX2_24	K08218	1
700mSIPHEX2_24_scaffold_52_c1_200	700mSIPHEX2_24	K00344	2
700mSIPHEX2_24_scaffold_52_c1_203	700mSIPHEX2_24	K06901	1
700mSIPHEX2_24_scaffold_52_c1_204	700mSIPHEX2_24	K00759	1
700mSIPHEX2_24_scaffold_52_c1_207	700mSIPHEX2_24	K12410	1
700mSIPHEX2_24_scaffold_52_c1_21	700mSIPHEX2_24	K09767	1
700mSIPHEX2_24_scaffold_52_c1_210	700mSIPHEX2_24	K00058	1
700mSIPHEX2_24_scaffold_52_c1_24	700mSIPHEX2_24	K01940	1
700mSIPHEX2_24_scaffold_52_c1_25	700mSIPHEX2_24	K02422	1
700mSIPHEX2_24_scaffold_52_c1_26	700mSIPHEX2_24	K02407	1
700mSIPHEX2_24_scaffold_52_c1_27	700mSIPHEX2_24	K06603	1
700mSIPHEX2_24_scaffold_52_c1_28	700mSIPHEX2_24	K02406	2
700mSIPHEX2_24_scaffold_52_c1_29	700mSIPHEX2_24	K02406	2
700mSIPHEX2_24_scaffold_52_c1_31	700mSIPHEX2_24	K01141	1
700mSIPHEX2_24_scaffold_52_c1_34	700mSIPHEX2_24	K18968	1
700mSIPHEX2_24_scaffold_52_c1_35	700mSIPHEX2_24	K03746	1
700mSIPHEX2_24_scaffold_52_c1_36	700mSIPHEX2_24	K02474	1
700mSIPHEX2_24_scaffold_52_c1_37	700mSIPHEX2_24	K07576	1
700mSIPHEX2_24_scaffold_52_c1_38	700mSIPHEX2_24	K15773	1
700mSIPHEX2_24_scaffold_52_c1_39	700mSIPHEX2_24	K07154	1
700mSIPHEX2_24_scaffold_52_c1_41	700mSIPHEX2_24	K00860	1
700mSIPHEX2_24_scaffold_52_c1_42	700mSIPHEX2_24	K07171	1
700mSIPHEX2_24_scaffold_52_c1_44	700mSIPHEX2_24	K24300	1
700mSIPHEX2_24_scaffold_52_c1_48	700mSIPHEX2_24	K03208	1
700mSIPHEX2_24_scaffold_52_c1_49	700mSIPHEX2_24	K13019	1
700mSIPHEX2_24_scaffold_52_c1_51	700mSIPHEX2_24	K01793	1
700mSIPHEX2_24_scaffold_52_c1_56	700mSIPHEX2_24	K16568	1
700mSIPHEX2_24_scaffold_52_c1_57	700mSIPHEX2_24	K13017	1
700mSIPHEX2_24_scaffold_52_c1_58	700mSIPHEX2_24	K13018	1
700mSIPHEX2_24_scaffold_52_c1_59	700mSIPHEX2_24	K13016	1
700mSIPHEX2_24_scaffold_52_c1_6	700mSIPHEX2_24	K01588	1
700mSIPHEX2_24_scaffold_52_c1_61	700mSIPHEX2_24	K01991	2
700mSIPHEX2_24_scaffold_52_c1_64	700mSIPHEX2_24	K05785	1
700mSIPHEX2_24_scaffold_52_c1_65	700mSIPHEX2_24	K01082	1
700mSIPHEX2_24_scaffold_52_c1_66	700mSIPHEX2_24	K02650	2
700mSIPHEX2_24_scaffold_52_c1_68	700mSIPHEX2_24	K02650	2
700mSIPHEX2_24_scaffold_52_c1_7	700mSIPHEX2_24	K01589	1
700mSIPHEX2_24_scaffold_52_c1_70	700mSIPHEX2_24	K02652	1
700mSIPHEX2_24_scaffold_52_c1_71	700mSIPHEX2_24	K02653	1
700mSIPHEX2_24_scaffold_52_c1_72	700mSIPHEX2_24	K02654	1
700mSIPHEX2_24_scaffold_52_c1_73	700mSIPHEX2_24	K00859	1
700mSIPHEX2_24_scaffold_52_c1_74	700mSIPHEX2_24	K22900	1
700mSIPHEX2_24_scaffold_52_c1_76	700mSIPHEX2_24	K09862	1
700mSIPHEX2_24_scaffold_52_c1_79	700mSIPHEX2_24	K03796	1
700mSIPHEX2_24_scaffold_52_c1_8	700mSIPHEX2_24	K04564	1
700mSIPHEX2_24_scaffold_52_c1_81	700mSIPHEX2_24	K03556	4
700mSIPHEX2_24_scaffold_52_c1_84	700mSIPHEX2_24	K00626	5
700mSIPHEX2_24_scaffold_52_c1_85	700mSIPHEX2_24	K06916	1
700mSIPHEX2_24_scaffold_52_c1_86	700mSIPHEX2_24	K09908	1
700mSIPHEX2_24_scaffold_52_c1_88	700mSIPHEX2_24	K00817	2
700mSIPHEX2_24_scaffold_52_c1_89	700mSIPHEX2_24	K00013	1
700mSIPHEX2_24_scaffold_52_c1_9	700mSIPHEX2_24	K21024	2
700mSIPHEX2_24_scaffold_52_c1_90	700mSIPHEX2_24	K00765	1
700mSIPHEX2_24_scaffold_52_c1_91	700mSIPHEX2_24	K00790	1
700mSIPHEX2_24_scaffold_52_c1_93	700mSIPHEX2_24	K07122	1
700mSIPHEX2_24_scaffold_52_c1_94	700mSIPHEX2_24	K07323	1
700mSIPHEX2_24_scaffold_52_c1_95	700mSIPHEX2_24	K02067	2
700mSIPHEX2_24_scaffold_52_c1_96	700mSIPHEX2_24	K02066	2
700mSIPHEX2_24_scaffold_52_c1_97	700mSIPHEX2_24	K02065	2
700mSIPHEX2_24_scaffold_52_c1_98	700mSIPHEX2_24	K06041	1
700mSIPHEX2_24_scaffold_52_c1_99	700mSIPHEX2_24	K03270	1
700mSIPHEX2_24_scaffold_65_c1_10	700mSIPHEX2_24	K07126	1
700mSIPHEX2_24_scaffold_65_c1_102	700mSIPHEX2_24	K03088	3
700mSIPHEX2_24_scaffold_65_c1_103	700mSIPHEX2_24	K02014	5
700mSIPHEX2_24_scaffold_65_c1_104	700mSIPHEX2_24	K01620	1
700mSIPHEX2_24_scaffold_65_c1_105	700mSIPHEX2_24	K02356	2
700mSIPHEX2_24_scaffold_65_c1_106	700mSIPHEX2_24	K03719	2
700mSIPHEX2_24_scaffold_65_c1_107	700mSIPHEX2_24	K15371	2
700mSIPHEX2_24_scaffold_65_c1_108	700mSIPHEX2_24	K13821	2
700mSIPHEX2_24_scaffold_65_c1_111	700mSIPHEX2_24	K06183	1
700mSIPHEX2_24_scaffold_65_c1_112	700mSIPHEX2_24	K03814	1
700mSIPHEX2_24_scaffold_65_c1_113	700mSIPHEX2_24	K05834	3
700mSIPHEX2_24_scaffold_65_c1_114	700mSIPHEX2_24	K08309	1
700mSIPHEX2_24_scaffold_65_c1_115	700mSIPHEX2_24	K00891	2
700mSIPHEX2_24_scaffold_65_c1_119	700mSIPHEX2_24	K01799	1
700mSIPHEX2_24_scaffold_65_c1_120	700mSIPHEX2_24	K06015	1
700mSIPHEX2_24_scaffold_65_c1_124	700mSIPHEX2_24	K07401	1
700mSIPHEX2_24_scaffold_65_c1_126	700mSIPHEX2_24	K02030	6
700mSIPHEX2_24_scaffold_65_c1_128	700mSIPHEX2_24	K02557	3
700mSIPHEX2_24_scaffold_65_c1_130	700mSIPHEX2_24	K07090	2
700mSIPHEX2_24_scaffold_65_c1_131	700mSIPHEX2_24	K07238	1
700mSIPHEX2_24_scaffold_65_c1_132	700mSIPHEX2_24	K07029	1
700mSIPHEX2_24_scaffold_65_c1_134	700mSIPHEX2_24	K00673	1
700mSIPHEX2_24_scaffold_65_c1_137	700mSIPHEX2_24	K09918	1
700mSIPHEX2_24_scaffold_65_c1_138	700mSIPHEX2_24	K03744	2
700mSIPHEX2_24_scaffold_65_c1_139	700mSIPHEX2_24	K06872	1
700mSIPHEX2_24_scaffold_65_c1_140	700mSIPHEX2_24	K08988	1
700mSIPHEX2_24_scaffold_65_c1_149	700mSIPHEX2_24	K02030	6
700mSIPHEX2_24_scaffold_65_c1_152	700mSIPHEX2_24	K06158	1
700mSIPHEX2_24_scaffold_65_c1_153	700mSIPHEX2_24	K01563	2
700mSIPHEX2_24_scaffold_65_c1_154	700mSIPHEX2_24	K09941	1
700mSIPHEX2_24_scaffold_65_c1_155	700mSIPHEX2_24	K11249	1
700mSIPHEX2_24_scaffold_65_c1_156	700mSIPHEX2_24	K04063	1
700mSIPHEX2_24_scaffold_65_c1_157	700mSIPHEX2_24	K11414	1
700mSIPHEX2_24_scaffold_65_c1_158	700mSIPHEX2_24	K26605	1
700mSIPHEX2_24_scaffold_65_c1_159	700mSIPHEX2_24	K26606	1
700mSIPHEX2_24_scaffold_65_c1_161	700mSIPHEX2_24	K09165	1
700mSIPHEX2_24_scaffold_65_c1_162	700mSIPHEX2_24	K08281	1
700mSIPHEX2_24_scaffold_65_c1_163	700mSIPHEX2_24	K00763	1
700mSIPHEX2_24_scaffold_65_c1_165	700mSIPHEX2_24	K09919	1
700mSIPHEX2_24_scaffold_65_c1_167	700mSIPHEX2_24	K02483	4
700mSIPHEX2_24_scaffold_65_c1_167	700mSIPHEX2_24	K07662	1
700mSIPHEX2_24_scaffold_65_c1_171	700mSIPHEX2_24	K03113	1
700mSIPHEX2_24_scaffold_65_c1_172	700mSIPHEX2_24	K00285	1
700mSIPHEX2_24_scaffold_65_c1_174	700mSIPHEX2_24	K09913	1
700mSIPHEX2_24_scaffold_65_c1_175	700mSIPHEX2_24	K05564	1
700mSIPHEX2_24_scaffold_65_c1_176	700mSIPHEX2_24	K05563	1
700mSIPHEX2_24_scaffold_65_c1_176	700mSIPHEX2_24	K05570	1
700mSIPHEX2_24_scaffold_65_c1_177	700mSIPHEX2_24	K05562	1
700mSIPHEX2_24_scaffold_65_c1_177	700mSIPHEX2_24	K05569	1
700mSIPHEX2_24_scaffold_65_c1_178	700mSIPHEX2_24	K05561	1
700mSIPHEX2_24_scaffold_65_c1_179	700mSIPHEX2_24	K05560	1
700mSIPHEX2_24_scaffold_65_c1_18	700mSIPHEX2_24	K19166	1
700mSIPHEX2_24_scaffold_65_c1_180	700mSIPHEX2_24	K05559	1
700mSIPHEX2_24_scaffold_65_c1_180	700mSIPHEX2_24	K05565	1
700mSIPHEX2_24_scaffold_65_c1_180	700mSIPHEX2_24	K05566	1
700mSIPHEX2_24_scaffold_65_c1_182	700mSIPHEX2_24	K00219	2
700mSIPHEX2_24_scaffold_65_c1_185	700mSIPHEX2_24	K20035	3
700mSIPHEX2_24_scaffold_65_c1_186	700mSIPHEX2_24	K19000	1
700mSIPHEX2_24_scaffold_65_c1_188	700mSIPHEX2_24	K07093	1
700mSIPHEX2_24_scaffold_65_c1_189	700mSIPHEX2_24	K03406	9
700mSIPHEX2_24_scaffold_65_c1_19	700mSIPHEX2_24	K18831	2
700mSIPHEX2_24_scaffold_65_c1_192	700mSIPHEX2_24	K09947	1
700mSIPHEX2_24_scaffold_65_c1_193	700mSIPHEX2_24	K07338	1
700mSIPHEX2_24_scaffold_65_c1_195	700mSIPHEX2_24	K07231	1
700mSIPHEX2_24_scaffold_65_c1_196	700mSIPHEX2_24	K07115	1
700mSIPHEX2_24_scaffold_65_c1_197	700mSIPHEX2_24	K21395	3
700mSIPHEX2_24_scaffold_65_c1_2	700mSIPHEX2_24	K03628	1
700mSIPHEX2_24_scaffold_65_c1_20	700mSIPHEX2_24	K19789	1
700mSIPHEX2_24_scaffold_65_c1_202	700mSIPHEX2_24	K07461	1
700mSIPHEX2_24_scaffold_65_c1_203	700mSIPHEX2_24	K14731	2
700mSIPHEX2_24_scaffold_65_c1_205	700mSIPHEX2_24	K03286	2
700mSIPHEX2_24_scaffold_65_c1_21	700mSIPHEX2_24	K03775	3
700mSIPHEX2_24_scaffold_65_c1_29	700mSIPHEX2_24	K03442	2
700mSIPHEX2_24_scaffold_65_c1_32	700mSIPHEX2_24	K09930	2
700mSIPHEX2_24_scaffold_65_c1_35	700mSIPHEX2_24	K09930	2
700mSIPHEX2_24_scaffold_65_c1_37	700mSIPHEX2_24	K15977	1
700mSIPHEX2_24_scaffold_65_c1_45	700mSIPHEX2_24	K02444	2
700mSIPHEX2_24_scaffold_65_c1_47	700mSIPHEX2_24	K02042	4
700mSIPHEX2_24_scaffold_65_c1_48	700mSIPHEX2_24	K02042	4
700mSIPHEX2_24_scaffold_65_c1_49	700mSIPHEX2_24	K02041	2
700mSIPHEX2_24_scaffold_65_c1_5	700mSIPHEX2_24	K03566	1
700mSIPHEX2_24_scaffold_65_c1_50	700mSIPHEX2_24	K02044	3
700mSIPHEX2_24_scaffold_65_c1_56	700mSIPHEX2_24	K21053	1
700mSIPHEX2_24_scaffold_65_c1_6	700mSIPHEX2_24	K06970	1
700mSIPHEX2_24_scaffold_65_c1_60	700mSIPHEX2_24	K00001	1
700mSIPHEX2_24_scaffold_65_c1_61	700mSIPHEX2_24	K07107	4
700mSIPHEX2_24_scaffold_65_c1_63	700mSIPHEX2_24	K00799	6
700mSIPHEX2_24_scaffold_65_c1_64	700mSIPHEX2_24	K09117	1
700mSIPHEX2_24_scaffold_65_c1_66	700mSIPHEX2_24	K09539	1
700mSIPHEX2_24_scaffold_65_c1_69	700mSIPHEX2_24	K03707	1
700mSIPHEX2_24_scaffold_65_c1_7	700mSIPHEX2_24	K01821	2
700mSIPHEX2_24_scaffold_65_c1_70	700mSIPHEX2_24	K00784	1
700mSIPHEX2_24_scaffold_65_c1_74	700mSIPHEX2_24	K00682	1
700mSIPHEX2_24_scaffold_65_c1_76	700mSIPHEX2_24	K03298	1
700mSIPHEX2_24_scaffold_65_c1_79	700mSIPHEX2_24	K21395	3
700mSIPHEX2_24_scaffold_65_c1_8	700mSIPHEX2_24	K07095	1
700mSIPHEX2_24_scaffold_65_c1_81	700mSIPHEX2_24	K11690	3
700mSIPHEX2_24_scaffold_65_c1_82	700mSIPHEX2_24	K02480	1
700mSIPHEX2_24_scaffold_65_c1_86	700mSIPHEX2_24	K03088	3
700mSIPHEX2_24_scaffold_65_c1_90	700mSIPHEX2_24	K19702	1
700mSIPHEX2_24_scaffold_65_c1_90	700mSIPHEX2_24	K19701	1
700mSIPHEX2_24_scaffold_65_c1_91	700mSIPHEX2_24	K02030	6
700mSIPHEX2_24_scaffold_65_c1_92	700mSIPHEX2_24	K07506	2
700mSIPHEX2_24_scaffold_65_c1_94	700mSIPHEX2_24	K21084	4
700mSIPHEX2_24_scaffold_65_c1_96	700mSIPHEX2_24	K00375	1
700mSIPHEX2_24_scaffold_65_c1_97	700mSIPHEX2_24	K07005	1
700mSIPHEX2_24_scaffold_68_c1_1	700mSIPHEX2_24	K08289	1
700mSIPHEX2_24_scaffold_68_c1_109	700mSIPHEX2_24	K03321	2
700mSIPHEX2_24_scaffold_68_c1_11	700mSIPHEX2_24	K16092	1
700mSIPHEX2_24_scaffold_68_c1_11	700mSIPHEX2_24	K02014	5
700mSIPHEX2_24_scaffold_68_c1_111	700mSIPHEX2_24	K07112	2
700mSIPHEX2_24_scaffold_68_c1_112	700mSIPHEX2_24	K07112	2
700mSIPHEX2_24_scaffold_68_c1_113	700mSIPHEX2_24	K00343	2
700mSIPHEX2_24_scaffold_68_c1_114	700mSIPHEX2_24	K00342	2
700mSIPHEX2_24_scaffold_68_c1_116	700mSIPHEX2_24	K00340	2
700mSIPHEX2_24_scaffold_68_c1_12	700mSIPHEX2_24	K02225	1
700mSIPHEX2_24_scaffold_68_c1_123	700mSIPHEX2_24	K07233	1
700mSIPHEX2_24_scaffold_68_c1_124	700mSIPHEX2_24	K22552	1
700mSIPHEX2_24_scaffold_68_c1_126	700mSIPHEX2_24	K02483	4
700mSIPHEX2_24_scaffold_68_c1_127	700mSIPHEX2_24	K07637	1
700mSIPHEX2_24_scaffold_68_c1_128	700mSIPHEX2_24	K16264	1
700mSIPHEX2_24_scaffold_68_c1_13	700mSIPHEX2_24	K00798	1
700mSIPHEX2_24_scaffold_68_c1_137	700mSIPHEX2_24	K07566	1
700mSIPHEX2_24_scaffold_68_c1_138	700mSIPHEX2_24	K05527	1
700mSIPHEX2_24_scaffold_68_c1_139	700mSIPHEX2_24	K03169	1
700mSIPHEX2_24_scaffold_68_c1_14	700mSIPHEX2_24	K20906	1
700mSIPHEX2_24_scaffold_68_c1_14	700mSIPHEX2_24	K01848	1
700mSIPHEX2_24_scaffold_68_c1_144	700mSIPHEX2_24	K03470	1
700mSIPHEX2_24_scaffold_68_c1_145	700mSIPHEX2_24	K00748	1
700mSIPHEX2_24_scaffold_68_c1_146	700mSIPHEX2_24	K00677	1
700mSIPHEX2_24_scaffold_68_c1_147	700mSIPHEX2_24	K02372	1
700mSIPHEX2_24_scaffold_68_c1_148	700mSIPHEX2_24	K02536	1
700mSIPHEX2_24_scaffold_68_c1_149	700mSIPHEX2_24	K06142	1
700mSIPHEX2_24_scaffold_68_c1_15	700mSIPHEX2_24	K07588	1
700mSIPHEX2_24_scaffold_68_c1_150	700mSIPHEX2_24	K07277	1
700mSIPHEX2_24_scaffold_68_c1_151	700mSIPHEX2_24	K11749	1
700mSIPHEX2_24_scaffold_68_c1_152	700mSIPHEX2_24	K00099	1
700mSIPHEX2_24_scaffold_68_c1_153	700mSIPHEX2_24	K00981	1
