Scaffold_name	Bin_name	Pfam	domain_name	Abundance
700mSIPHEX1_3_scaffold_24_c1_159	700mSIPHEX1_3	PF04952	Succinylglutamate desuccinylase / Aspartoacylase family	4
700mSIPHEX1_3_scaffold_71_c1_131	700mSIPHEX1_3	PF01339	CheB methylesterase	2
700mSIPHEX1_3_scaffold_151_c1_59	700mSIPHEX1_3	PF00486	Transcriptional regulatory protein, C terminal	12
700mSIPHEX1_3_scaffold_151_c1_59	700mSIPHEX1_3	PF00072	Response regulator receiver domain	67
700mSIPHEX1_3_scaffold_65_c1_205	700mSIPHEX1_3	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	5
700mSIPHEX1_3_scaffold_93_c1_40	700mSIPHEX1_3	PF08534	Redoxin	5
700mSIPHEX1_3_scaffold_31_c1_49	700mSIPHEX1_3	PF12625	Arabinose-binding domain of AraC transcription regulator, N-term	12
700mSIPHEX1_3_scaffold_31_c1_49	700mSIPHEX1_3	PF12833	Helix-turn-helix domain	31
700mSIPHEX1_3_scaffold_41_c1_124	700mSIPHEX1_3	PF01127	Succinate dehydrogenase/Fumarate reductase transmembrane subunit	1
700mSIPHEX1_3_scaffold_41_c1_20	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_41_c1_20	700mSIPHEX1_3	PF08402	TOBE domain	4
700mSIPHEX1_3_scaffold_6_c1_457	700mSIPHEX1_3	PF06175	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)	1
700mSIPHEX1_3_scaffold_6_c1_269	700mSIPHEX1_3	PF06804	NlpB/DapX lipoprotein	1
700mSIPHEX1_3_scaffold_12_c1_425	700mSIPHEX1_3	PF13411	MerR HTH family regulatory protein	6
700mSIPHEX1_3_scaffold_24_c1_219	700mSIPHEX1_3	PF01965	DJ-1/PfpI family	5
700mSIPHEX1_3_scaffold_24_c1_219	700mSIPHEX1_3	PF12833	Helix-turn-helix domain	31
700mSIPHEX1_3_scaffold_93_c1_119	700mSIPHEX1_3	PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	6
700mSIPHEX1_3_scaffold_24_c1_24	700mSIPHEX1_3	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	44
700mSIPHEX1_3_scaffold_24_c1_24	700mSIPHEX1_3	PF00512	His Kinase A (phospho-acceptor) domain	29
700mSIPHEX1_3_scaffold_24_c1_24	700mSIPHEX1_3	PF02743	Cache domain	5
700mSIPHEX1_3_scaffold_41_c1_134	700mSIPHEX1_3	PF03473	MOSC domain	2
700mSIPHEX1_3_scaffold_41_c1_134	700mSIPHEX1_3	PF03476	MOSC N-terminal beta barrel domain	1
700mSIPHEX1_3_scaffold_52_c1_155	700mSIPHEX1_3	PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family	2
700mSIPHEX1_3_scaffold_52_c1_99	700mSIPHEX1_3	PF02545	Maf-like protein	2
700mSIPHEX1_3_scaffold_284_c1_20	700mSIPHEX1_3	PF14814	Bifunctional transglycosylase second domain	1
700mSIPHEX1_3_scaffold_284_c1_20	700mSIPHEX1_3	PF00912	Transglycosylase	3
700mSIPHEX1_3_scaffold_284_c1_20	700mSIPHEX1_3	PF00905	Penicillin binding protein transpeptidase domain	3
700mSIPHEX1_3_scaffold_12_c1_46	700mSIPHEX1_3	PF01040	UbiA prenyltransferase family	2
700mSIPHEX1_3_scaffold_31_c1_146	700mSIPHEX1_3	PF00440	Bacterial regulatory proteins, tetR family	24
700mSIPHEX1_3_scaffold_31_c1_146	700mSIPHEX1_3	PF08362	YcdC-like protein, C-terminal region	3
700mSIPHEX1_3_scaffold_93_c1_73	700mSIPHEX1_3	PF00394	Multicopper oxidase	2
700mSIPHEX1_3_scaffold_93_c1_73	700mSIPHEX1_3	PF07732	Multicopper oxidase	3
700mSIPHEX1_3_scaffold_93_c1_73	700mSIPHEX1_3	PF07731	Multicopper oxidase	3
700mSIPHEX1_3_scaffold_12_c1_240	700mSIPHEX1_3	PF00528	Binding-protein-dependent transport system inner membrane component	39
700mSIPHEX1_3_scaffold_151_c1_68	700mSIPHEX1_3	PF13620	Carboxypeptidase regulatory-like domain	1
700mSIPHEX1_3_scaffold_41_c1_24	700mSIPHEX1_3	PF12833	Helix-turn-helix domain	31
700mSIPHEX1_3_scaffold_41_c1_24	700mSIPHEX1_3	PF02311	AraC-like ligand binding domain	3
700mSIPHEX1_3_scaffold_6_c1_166	700mSIPHEX1_3	PF01882	Protein of unknown function DUF58	2
700mSIPHEX1_3_scaffold_41_c1_219	700mSIPHEX1_3	PF02678	Pirin	3
700mSIPHEX1_3_scaffold_41_c1_219	700mSIPHEX1_3	PF05726	Pirin C-terminal cupin domain	3
700mSIPHEX1_3_scaffold_93_c1_37	700mSIPHEX1_3	PF01252	Signal peptidase (SPase) II	2
700mSIPHEX1_3_scaffold_6_c1_131	700mSIPHEX1_3	PF08352	Oligopeptide/dipeptide transporter, C-terminal region	3
700mSIPHEX1_3_scaffold_6_c1_131	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_12_c1_6	700mSIPHEX1_3	PF03358	NADPH-dependent FMN reductase	4
700mSIPHEX1_3_scaffold_41_c1_95	700mSIPHEX1_3	PF00209	Sodium:neurotransmitter symporter family	3
700mSIPHEX1_3_scaffold_109_c1_93	700mSIPHEX1_3	PF04348	LppC putative lipoprotein	1
700mSIPHEX1_3_scaffold_420_c1_5	700mSIPHEX1_3	PF14759	Reductase C-terminal	1
700mSIPHEX1_3_scaffold_420_c1_5	700mSIPHEX1_3	PF07992	Pyridine nucleotide-disulphide oxidoreductase	18
700mSIPHEX1_3_scaffold_24_c1_40	700mSIPHEX1_3	PF06844	Protein of unknown function (DUF1244)	1
700mSIPHEX1_3_scaffold_65_c1_144	700mSIPHEX1_3	PF13409	Glutathione S-transferase, N-terminal domain	7
700mSIPHEX1_3_scaffold_65_c1_144	700mSIPHEX1_3	PF00043	Glutathione S-transferase, C-terminal domain	8
700mSIPHEX1_3_scaffold_71_c1_163	700mSIPHEX1_3	PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	6
700mSIPHEX1_3_scaffold_12_c1_498	700mSIPHEX1_3	PF00892	EamA-like transporter family	13
700mSIPHEX1_3_scaffold_71_c1_42	700mSIPHEX1_3	PF01613	Flavin reductase like domain	2
700mSIPHEX1_3_scaffold_12_c1_394	700mSIPHEX1_3	PF13180	PDZ domain	2
700mSIPHEX1_3_scaffold_12_c1_394	700mSIPHEX1_3	PF03572	Peptidase family S41	2
700mSIPHEX1_3_scaffold_151_c1_4	700mSIPHEX1_3	PF01293	Phosphoenolpyruvate carboxykinase	1
700mSIPHEX1_3_scaffold_12_c1_452	700mSIPHEX1_3	PF04285	Protein of unknown function (DUF444)	1
700mSIPHEX1_3_scaffold_31_c1_20	700mSIPHEX1_3	PF00156	Phosphoribosyl transferase domain	5
700mSIPHEX1_3_scaffold_178_c1_72	700mSIPHEX1_3	PF00679	Elongation factor G C-terminus	3
700mSIPHEX1_3_scaffold_178_c1_72	700mSIPHEX1_3	PF03144	Elongation factor Tu domain 2	6
700mSIPHEX1_3_scaffold_178_c1_72	700mSIPHEX1_3	PF21018	TypA/BipA C-terminal domain	1
700mSIPHEX1_3_scaffold_178_c1_72	700mSIPHEX1_3	PF00009	Elongation factor Tu GTP binding domain	8
700mSIPHEX1_3_scaffold_24_c1_325	700mSIPHEX1_3	PF05188	MutS domain II	1
700mSIPHEX1_3_scaffold_24_c1_325	700mSIPHEX1_3	PF00488	MutS domain V	1
700mSIPHEX1_3_scaffold_24_c1_325	700mSIPHEX1_3	PF05192	MutS domain III	1
700mSIPHEX1_3_scaffold_24_c1_325	700mSIPHEX1_3	PF05190	MutS family domain IV	1
700mSIPHEX1_3_scaffold_24_c1_325	700mSIPHEX1_3	PF01624	MutS domain I	1
700mSIPHEX1_3_scaffold_71_c1_9	700mSIPHEX1_3	PF00593	TonB dependent receptor	11
700mSIPHEX1_3_scaffold_71_c1_9	700mSIPHEX1_3	PF07715	TonB-dependent Receptor Plug Domain	11
700mSIPHEX1_3_scaffold_12_c1_187	700mSIPHEX1_3	PF00561	alpha/beta hydrolase fold	18
700mSIPHEX1_3_scaffold_6_c1_261	700mSIPHEX1_3	PF04264	YceI-like domain	2
700mSIPHEX1_3_scaffold_151_c1_64	700mSIPHEX1_3	PF01124	MAPEG family	1
700mSIPHEX1_3_scaffold_52_c1_10	700mSIPHEX1_3	PF03458	Glycine transporter	1
700mSIPHEX1_3_scaffold_52_c1_44	700mSIPHEX1_3	PF03193	RsgA GTPase	1
700mSIPHEX1_3_scaffold_12_c1_115	700mSIPHEX1_3	PF13875	Domain of unknown function (DUF4202)	1
700mSIPHEX1_3_scaffold_65_c1_40	700mSIPHEX1_3	PF00072	Response regulator receiver domain	67
700mSIPHEX1_3_scaffold_65_c1_40	700mSIPHEX1_3	PF00486	Transcriptional regulatory protein, C terminal	12
700mSIPHEX1_3_scaffold_6_c1_199	700mSIPHEX1_3	PF03692	Putative zinc- or iron-chelating domain	1
700mSIPHEX1_3_scaffold_24_c1_203	700mSIPHEX1_3	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	5
700mSIPHEX1_3_scaffold_24_c1_203	700mSIPHEX1_3	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	6
700mSIPHEX1_3_scaffold_12_c1_278	700mSIPHEX1_3	PF01625	Peptide methionine sulfoxide reductase	2
700mSIPHEX1_3_scaffold_31_c1_169	700mSIPHEX1_3	PF01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	3
700mSIPHEX1_3_scaffold_31_c1_169	700mSIPHEX1_3	PF02738	Molybdopterin cofactor-binding domain	5
700mSIPHEX1_3_scaffold_31_c1_169	700mSIPHEX1_3	PF20256	Molybdopterin cofactor-binding domain	5
700mSIPHEX1_3_scaffold_41_c1_110	700mSIPHEX1_3	PF00392	Bacterial regulatory proteins, gntR family	10
700mSIPHEX1_3_scaffold_41_c1_110	700mSIPHEX1_3	PF07729	FCD domain	8
700mSIPHEX1_3_scaffold_31_c1_123	700mSIPHEX1_3	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	3
700mSIPHEX1_3_scaffold_31_c1_123	700mSIPHEX1_3	PF02817	e3 binding domain	3
700mSIPHEX1_3_scaffold_31_c1_123	700mSIPHEX1_3	PF00364	Biotin-requiring enzyme	8
700mSIPHEX1_3_scaffold_31_c1_107	700mSIPHEX1_3	PF02253	Phospholipase A1	1
700mSIPHEX1_3_scaffold_33_c1_180	700mSIPHEX1_3	PF12625	Arabinose-binding domain of AraC transcription regulator, N-term	12
700mSIPHEX1_3_scaffold_33_c1_180	700mSIPHEX1_3	PF12833	Helix-turn-helix domain	31
700mSIPHEX1_3_scaffold_134_c1_54	700mSIPHEX1_3	PF09839	Uncharacterized protein conserved in bacteria (DUF2066)	1
700mSIPHEX1_3_scaffold_6_c1_205	700mSIPHEX1_3	PF13640	2OG-Fe(II) oxygenase superfamily	2
700mSIPHEX1_3_scaffold_41_c1_51	700mSIPHEX1_3	PF05134	Type II secretion system (T2SS), protein L	1
700mSIPHEX1_3_scaffold_41_c1_51	700mSIPHEX1_3	PF12693	GspL periplasmic domain	1
700mSIPHEX1_3_scaffold_6_c1_55	700mSIPHEX1_3	PF00586	AIR synthase related protein, N-terminal domain	2
700mSIPHEX1_3_scaffold_6_c1_55	700mSIPHEX1_3	PF02769	AIR synthase related protein, C-terminal domain	3
700mSIPHEX1_3_scaffold_6_c1_55	700mSIPHEX1_3	PF07992	Pyridine nucleotide-disulphide oxidoreductase	18
700mSIPHEX1_3_scaffold_12_c1_384	700mSIPHEX1_3	PF01699	Sodium/calcium exchanger protein	3
700mSIPHEX1_3_scaffold_31_c1_2	700mSIPHEX1_3	PF13410	Glutathione S-transferase, C-terminal domain	7
700mSIPHEX1_3_scaffold_31_c1_2	700mSIPHEX1_3	PF13409	Glutathione S-transferase, N-terminal domain	7
700mSIPHEX1_3_scaffold_31_c1_76	700mSIPHEX1_3	PF06580	Histidine kinase	1
700mSIPHEX1_3_scaffold_41_c1_216	700mSIPHEX1_3	PF01810	LysE type translocator	7
700mSIPHEX1_3_scaffold_6_c1_225	700mSIPHEX1_3	PF00535	Glycosyl transferase family 2	9
700mSIPHEX1_3_scaffold_12_c1_9	700mSIPHEX1_3	PF07690	Major Facilitator Superfamily	17
700mSIPHEX1_3_scaffold_93_c1_9	700mSIPHEX1_3	PF01032	FecCD transport family	7
700mSIPHEX1_3_scaffold_6_c1_506	700mSIPHEX1_3	PF02508	Rnf-Nqr subunit, membrane protein	4
700mSIPHEX1_3_scaffold_70_c1_123	700mSIPHEX1_3	PF01557	Fumarylacetoacetate (FAA) hydrolase family	3
700mSIPHEX1_3_scaffold_24_c1_261	700mSIPHEX1_3	PF13710	ACT domain	2
700mSIPHEX1_3_scaffold_12_c1_257	700mSIPHEX1_3	PF00440	Bacterial regulatory proteins, tetR family	24
700mSIPHEX1_3_scaffold_12_c1_257	700mSIPHEX1_3	PF09209	HTH-type transcriptional dual regulator CecR, C-terminal domain	1
700mSIPHEX1_3_scaffold_33_c1_189	700mSIPHEX1_3	PF13806	Rieske-like [2Fe-2S] domain	1
700mSIPHEX1_3_scaffold_41_c1_234	700mSIPHEX1_3	PF04654	Protein of unknown function, DUF599	1
700mSIPHEX1_3_scaffold_178_c1_53	700mSIPHEX1_3	PF04612	Type II secretion system (T2SS), protein M	2
700mSIPHEX1_3_scaffold_65_c1_65	700mSIPHEX1_3	PF13410	Glutathione S-transferase, C-terminal domain	7
700mSIPHEX1_3_scaffold_65_c1_65	700mSIPHEX1_3	PF13417	Glutathione S-transferase, N-terminal domain	6
700mSIPHEX1_3_scaffold_12_c1_313	700mSIPHEX1_3	PF02033	Ribosome-binding factor A	1
700mSIPHEX1_3_scaffold_93_c1_12	700mSIPHEX1_3	PF02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	4
700mSIPHEX1_3_scaffold_93_c1_12	700mSIPHEX1_3	PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	3
700mSIPHEX1_3_scaffold_41_c1_171	700mSIPHEX1_3	PF00460	Flagella basal body rod protein	6
700mSIPHEX1_3_scaffold_41_c1_171	700mSIPHEX1_3	PF06429	Flagellar basal body rod FlgEFG protein C-terminal	5
700mSIPHEX1_3_scaffold_6_c1_512	700mSIPHEX1_3	PF03461	TRCF domain	1
700mSIPHEX1_3_scaffold_6_c1_512	700mSIPHEX1_3	PF00270	DEAD/DEAH box helicase	10
700mSIPHEX1_3_scaffold_6_c1_512	700mSIPHEX1_3	PF21132	MFD, D3 domain	1
700mSIPHEX1_3_scaffold_6_c1_512	700mSIPHEX1_3	PF02559	CarD-like/TRCF RID domain	1
700mSIPHEX1_3_scaffold_6_c1_512	700mSIPHEX1_3	PF17757	UvrB interaction domain	2
700mSIPHEX1_3_scaffold_6_c1_512	700mSIPHEX1_3	PF00271	Helicase conserved C-terminal domain	14
700mSIPHEX1_3_scaffold_31_c1_155	700mSIPHEX1_3	PF14226	non-haem dioxygenase in morphine synthesis N-terminal	5
700mSIPHEX1_3_scaffold_31_c1_155	700mSIPHEX1_3	PF03171	2OG-Fe(II) oxygenase superfamily	5
700mSIPHEX1_3_scaffold_93_c1_102	700mSIPHEX1_3	PF01148	Cytidylyltransferase family	1
700mSIPHEX1_3_scaffold_6_c1_71	700mSIPHEX1_3	PF04245	37-kD nucleoid-associated bacterial protein	2
700mSIPHEX1_3_scaffold_12_c1_174	700mSIPHEX1_3	PF00356	Bacterial regulatory proteins, lacI family	2
700mSIPHEX1_3_scaffold_12_c1_174	700mSIPHEX1_3	PF00532	Periplasmic binding proteins and sugar binding domain of LacI family	2
700mSIPHEX1_3_scaffold_71_c1_75	700mSIPHEX1_3	PF00561	alpha/beta hydrolase fold	18
700mSIPHEX1_3_scaffold_93_c1_10	700mSIPHEX1_3	PF01497	Periplasmic binding protein	6
700mSIPHEX1_3_scaffold_31_c1_60	700mSIPHEX1_3	PF13091	PLD-like domain	3
700mSIPHEX1_3_scaffold_6_c1_208	700mSIPHEX1_3	PF01370	NAD dependent epimerase/dehydratase family	6
700mSIPHEX1_3_scaffold_24_c1_60	700mSIPHEX1_3	PF02881	SRP54-type protein, helical bundle domain	2
700mSIPHEX1_3_scaffold_24_c1_60	700mSIPHEX1_3	PF00448	SRP54-type protein, GTPase domain	3
700mSIPHEX1_3_scaffold_24_c1_60	700mSIPHEX1_3	PF02978	Signal peptide binding domain	1
700mSIPHEX1_3_scaffold_31_c1_10	700mSIPHEX1_3	PF00270	DEAD/DEAH box helicase	10
700mSIPHEX1_3_scaffold_31_c1_10	700mSIPHEX1_3	PF17191	RecG wedge domain	1
700mSIPHEX1_3_scaffold_31_c1_10	700mSIPHEX1_3	PF00271	Helicase conserved C-terminal domain	14
700mSIPHEX1_3_scaffold_31_c1_10	700mSIPHEX1_3	PF19833	ATP-dependent DNA helicase RecG, domain 3, C-terminal	1
700mSIPHEX1_3_scaffold_6_c1_315	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_93_c1_127	700mSIPHEX1_3	PF13503	Domain of unknown function (DUF4123)	3
700mSIPHEX1_3_scaffold_33_c1_69	700mSIPHEX1_3	PF11231	Protein of unknown function (DUF3034)	1
700mSIPHEX1_3_scaffold_33_c1_220	700mSIPHEX1_3	PF00528	Binding-protein-dependent transport system inner membrane component	39
700mSIPHEX1_3_scaffold_6_c1_390	700mSIPHEX1_3	PF18582	Hydrazine synthase alpha subunit middle domain	1
700mSIPHEX1_3_scaffold_31_c1_192	700mSIPHEX1_3	PF03454	MoeA C-terminal region (domain IV)	2
700mSIPHEX1_3_scaffold_31_c1_192	700mSIPHEX1_3	PF00994	Probable molybdopterin binding domain	3
700mSIPHEX1_3_scaffold_31_c1_192	700mSIPHEX1_3	PF03453	MoeA N-terminal region (domain I and II)	2
700mSIPHEX1_3_scaffold_6_c1_579	700mSIPHEX1_3	PF00512	His Kinase A (phospho-acceptor) domain	29
700mSIPHEX1_3_scaffold_6_c1_579	700mSIPHEX1_3	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	44
700mSIPHEX1_3_scaffold_6_c1_579	700mSIPHEX1_3	PF13188	PAS domain	5
700mSIPHEX1_3_scaffold_31_c1_16	700mSIPHEX1_3	PF00625	Guanylate kinase	1
700mSIPHEX1_3_scaffold_52_c1_26	700mSIPHEX1_3	PF14343	PrcB C-terminal	1
700mSIPHEX1_3_scaffold_31_c1_33	700mSIPHEX1_3	PF00350	Dynamin family	1
700mSIPHEX1_3_scaffold_12_c1_59	700mSIPHEX1_3	PF18158	Adaptive response protein AidB N-terminal domain	1
700mSIPHEX1_3_scaffold_12_c1_59	700mSIPHEX1_3	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	23
700mSIPHEX1_3_scaffold_12_c1_59	700mSIPHEX1_3	PF02770	Acyl-CoA dehydrogenase, middle domain	21
700mSIPHEX1_3_scaffold_33_c1_47	700mSIPHEX1_3	PF02254	TrkA-N domain	3
700mSIPHEX1_3_scaffold_33_c1_47	700mSIPHEX1_3	PF02080	TrkA-C domain	3
700mSIPHEX1_3_scaffold_6_c1_335	700mSIPHEX1_3	PF20514	ROXA-like winged helix	1
700mSIPHEX1_3_scaffold_6_c1_335	700mSIPHEX1_3	PF08007	JmjC domain	1
700mSIPHEX1_3_scaffold_41_c1_146	700mSIPHEX1_3	PF04551	GcpE protein	1
700mSIPHEX1_3_scaffold_284_c1_24	700mSIPHEX1_3	PF21157	DnaK suppressor protein DksA, coiled-coil domain	1
700mSIPHEX1_3_scaffold_284_c1_24	700mSIPHEX1_3	PF01258	Prokaryotic dksA/traR C4-type zinc finger	3
700mSIPHEX1_3_scaffold_65_c1_121	700mSIPHEX1_3	PF04542	Sigma-70 region 2	15
700mSIPHEX1_3_scaffold_65_c1_121	700mSIPHEX1_3	PF08281	Sigma-70, region 4	8
700mSIPHEX1_3_scaffold_65_c1_189	700mSIPHEX1_3	PF09907	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system	1
700mSIPHEX1_3_scaffold_33_c1_9	700mSIPHEX1_3	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	5
700mSIPHEX1_3_scaffold_33_c1_9	700mSIPHEX1_3	PF00306	ATP synthase alpha/beta chain, C terminal domain	1
700mSIPHEX1_3_scaffold_33_c1_9	700mSIPHEX1_3	PF02874	ATP synthase alpha/beta family, beta-barrel domain	3
700mSIPHEX1_3_scaffold_129_c1_51	700mSIPHEX1_3	PF07992	Pyridine nucleotide-disulphide oxidoreductase	18
700mSIPHEX1_3_scaffold_129_c1_51	700mSIPHEX1_3	PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	1
700mSIPHEX1_3_scaffold_6_c1_41	700mSIPHEX1_3	PF20432	Antitoxin Xre-like helix-turn-helix domain	1
700mSIPHEX1_3_scaffold_41_c1_198	700mSIPHEX1_3	PF06224	DNA glycosylase AlkZ-like	1
700mSIPHEX1_3_scaffold_134_c1_35	700mSIPHEX1_3	PF04018	Domain of unknown function (DUF368)	1
700mSIPHEX1_3_scaffold_33_c1_253	700mSIPHEX1_3	PF02771	Acyl-CoA dehydrogenase, N-terminal domain	21
700mSIPHEX1_3_scaffold_33_c1_253	700mSIPHEX1_3	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	23
700mSIPHEX1_3_scaffold_33_c1_253	700mSIPHEX1_3	PF02770	Acyl-CoA dehydrogenase, middle domain	21
700mSIPHEX1_3_scaffold_6_c1_330	700mSIPHEX1_3	PF00849	RNA pseudouridylate synthase	7
700mSIPHEX1_3_scaffold_93_c1_18	700mSIPHEX1_3	PF03328	HpcH/HpaI aldolase/citrate lyase family	1
700mSIPHEX1_3_scaffold_6_c1_514	700mSIPHEX1_3	PF01048	Phosphorylase superfamily	1
700mSIPHEX1_3_scaffold_12_c1_219	700mSIPHEX1_3	PF01494	FAD binding domain	3
700mSIPHEX1_3_scaffold_199_c1_12	700mSIPHEX1_3	PF00850	Histone deacetylase domain	4
700mSIPHEX1_3_scaffold_41_c1_210	700mSIPHEX1_3	PF01769	Divalent cation transporter	2
700mSIPHEX1_3_scaffold_41_c1_210	700mSIPHEX1_3	PF00571	CBS domain	12
700mSIPHEX1_3_scaffold_31_c1_38	700mSIPHEX1_3	PF06969	HemN C-terminal domain	1
700mSIPHEX1_3_scaffold_31_c1_38	700mSIPHEX1_3	PF04055	Radical SAM superfamily	12
700mSIPHEX1_3_scaffold_70_c1_102	700mSIPHEX1_3	PF13557	Putative MetA-pathway of phenol degradation	1
700mSIPHEX1_3_scaffold_109_c1_20	700mSIPHEX1_3	PF01281	Ribosomal protein L9, N-terminal domain	1
700mSIPHEX1_3_scaffold_109_c1_20	700mSIPHEX1_3	PF03948	Ribosomal protein L9, C-terminal domain	1
700mSIPHEX1_3_scaffold_31_c1_19	700mSIPHEX1_3	PF03372	Endonuclease/Exonuclease/phosphatase family	6
700mSIPHEX1_3_scaffold_33_c1_192	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_24_c1_11	700mSIPHEX1_3	PF03462	PCRF domain	2
700mSIPHEX1_3_scaffold_24_c1_11	700mSIPHEX1_3	PF00472	RF-1 domain	3
700mSIPHEX1_3_scaffold_129_c1_1	700mSIPHEX1_3	PF01066	CDP-alcohol phosphatidyltransferase	4
700mSIPHEX1_3_scaffold_6_c1_474	700mSIPHEX1_3	PF13419	Haloacid dehalogenase-like hydrolase	4
700mSIPHEX1_3_scaffold_52_c1_151	700mSIPHEX1_3	PF10531	SLBB domain	4
700mSIPHEX1_3_scaffold_52_c1_151	700mSIPHEX1_3	PF02563	Polysaccharide biosynthesis/export protein	2
700mSIPHEX1_3_scaffold_109_c1_23	700mSIPHEX1_3	PF01250	Ribosomal protein S6	1
700mSIPHEX1_3_scaffold_71_c1_104	700mSIPHEX1_3	PF00561	alpha/beta hydrolase fold	18
700mSIPHEX1_3_scaffold_151_c1_7	700mSIPHEX1_3	PF00702	haloacid dehalogenase-like hydrolase	8
700mSIPHEX1_3_scaffold_31_c1_246	700mSIPHEX1_3	PF18754	Nucleotide modification associated domain 3	1
700mSIPHEX1_3_scaffold_41_c1_30	700mSIPHEX1_3	PF04392	ABC transporter substrate binding protein	2
700mSIPHEX1_3_scaffold_71_c1_91	700mSIPHEX1_3	PF00155	Aminotransferase class I and II	12
700mSIPHEX1_3_scaffold_359_c1_19	700mSIPHEX1_3	PF00034	Cytochrome c	3
700mSIPHEX1_3_scaffold_12_c1_95	700mSIPHEX1_3	PF02675	S-adenosylmethionine decarboxylase	1
700mSIPHEX1_3_scaffold_71_c1_140	700mSIPHEX1_3	PF02622	Uncharacterized ACR, COG1678	1
700mSIPHEX1_3_scaffold_24_c1_223	700mSIPHEX1_3	PF10861	Protein of Unknown function (DUF2784)	1
700mSIPHEX1_3_scaffold_71_c1_84	700mSIPHEX1_3	PF02653	Branched-chain amino acid transport system / permease component	19
700mSIPHEX1_3_scaffold_24_c1_35	700mSIPHEX1_3	PF10974	Protein of unknown function (DUF2804)	1
700mSIPHEX1_3_scaffold_70_c1_44	700mSIPHEX1_3	PF03480	Bacterial extracellular solute-binding protein, family 7	12
700mSIPHEX1_3_scaffold_71_c1_100	700mSIPHEX1_3	PF08534	Redoxin	5
700mSIPHEX1_3_scaffold_24_c1_72	700mSIPHEX1_3	PF03167	Uracil DNA glycosylase superfamily	2
700mSIPHEX1_3_scaffold_24_c1_191	700mSIPHEX1_3	PF00420	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	3
700mSIPHEX1_3_scaffold_12_c1_306	700mSIPHEX1_3	PF00809	Pterin binding enzyme	2
700mSIPHEX1_3_scaffold_31_c1_111	700mSIPHEX1_3	PF21216	Xaa-Pro dipeptidase, N-terminal domain	1
700mSIPHEX1_3_scaffold_31_c1_111	700mSIPHEX1_3	PF00557	Metallopeptidase family M24	4
700mSIPHEX1_3_scaffold_93_c1_123	700mSIPHEX1_3	PF00497	Bacterial extracellular solute-binding proteins, family 3	25
700mSIPHEX1_3_scaffold_52_c1_39	700mSIPHEX1_3	PF09285	Elongation factor P, C-terminal	2
700mSIPHEX1_3_scaffold_52_c1_39	700mSIPHEX1_3	PF01132	Elongation factor P (EF-P) OB domain	2
700mSIPHEX1_3_scaffold_52_c1_39	700mSIPHEX1_3	PF08207	Elongation factor P (EF-P) KOW-like domain	2
700mSIPHEX1_3_scaffold_52_c1_103	700mSIPHEX1_3	PF04751	Protein of unknown function (DUF615)	1
700mSIPHEX1_3_scaffold_129_c1_29	700mSIPHEX1_3	PF01018	GTP1/OBG	1
700mSIPHEX1_3_scaffold_129_c1_29	700mSIPHEX1_3	PF01926	50S ribosome-binding GTPase	9
700mSIPHEX1_3_scaffold_284_c1_33	700mSIPHEX1_3	PF00342	Phosphoglucose isomerase	2
700mSIPHEX1_3_scaffold_178_c1_10	700mSIPHEX1_3	PF00467	KOW motif	2
700mSIPHEX1_3_scaffold_178_c1_10	700mSIPHEX1_3	PF02357	Transcription termination factor nusG	2
700mSIPHEX1_3_scaffold_31_c1_295	700mSIPHEX1_3	PF03795	YCII-related domain	4
700mSIPHEX1_3_scaffold_31_c1_295	700mSIPHEX1_3	PF06983	3-demethylubiquinone-9 3-methyltransferase	3
700mSIPHEX1_3_scaffold_33_c1_141	700mSIPHEX1_3	PF13510	2Fe-2S iron-sulfur cluster binding domain	1
700mSIPHEX1_3_scaffold_33_c1_141	700mSIPHEX1_3	PF01568	Molydopterin dinucleotide binding domain	4
