Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	Bin_10	Bin_12	Bin_56	Bin_113	Bin_1	Bin_2
M00740	Methylaspartate cycle	map01110	Biosynthesis of secondary metabolites	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01110	Biosynthesis of secondary metabolites	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01120	Microbial metabolism in diverse environments	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01200	Carbon metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01200	Carbon metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01200	Carbon metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01200	Carbon metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01200	Carbon metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01200	Carbon metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01200	Carbon metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01200	Carbon metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01210	2-Oxocarboxylic acid metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01210	2-Oxocarboxylic acid metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01210	2-Oxocarboxylic acid metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01210	2-Oxocarboxylic acid metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01210	2-Oxocarboxylic acid metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01210	2-Oxocarboxylic acid metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01210	2-Oxocarboxylic acid metabolism	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01210	2-Oxocarboxylic acid metabolism	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01230	Biosynthesis of amino acids	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map01230	Biosynthesis of amino acids	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01230	Biosynthesis of amino acids	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map01230	Biosynthesis of amino acids	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01230	Biosynthesis of amino acids	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map01230	Biosynthesis of amino acids	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01230	Biosynthesis of amino acids	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map01230	Biosynthesis of amino acids	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map04146	Peroxisome	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map04146	Peroxisome	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map04146	Peroxisome	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map04146	Peroxisome	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map04146	Peroxisome	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map04146	Peroxisome	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map04146	Peroxisome	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map04146	Peroxisome	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map05230	Central carbon metabolism in cancer	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00009	Citrate cycle (TCA cycle, Krebs cycle)	map05230	Central carbon metabolism in cancer	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map05230	Central carbon metabolism in cancer	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	map05230	Central carbon metabolism in cancer	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map05230	Central carbon metabolism in cancer	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	map05230	Central carbon metabolism in cancer	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map05230	Central carbon metabolism in cancer	Carbon fixation	Reductive citrate cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00740	Methylaspartate cycle	map05230	Central carbon metabolism in cancer	Central metabolism	TCA cycle	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	IDH1, IDH2, icd	isocitrate dehydrogenase [EC:1.1.1.42]	ec:1.1.1.42	K00031	Carbon Fixation	Reductive citrate cycle	0	0	0	0	1	0
M00089	Triacylglycerol biosynthesis	map00561	Glycerolipid metabolism	NA	NA	NA	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	ec:2.3.1.51	K00655	Inorganics	Phosphate metabolism	0	0	0	0	2	0
M00089	Triacylglycerol biosynthesis	map00564	Glycerophospholipid metabolism	NA	NA	NA	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	ec:2.3.1.51	K00655	Inorganics	Phosphate metabolism	0	0	0	0	2	0
M00089	Triacylglycerol biosynthesis	map01100	Metabolic pathways	NA	NA	NA	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	ec:2.3.1.51	K00655	Inorganics	Phosphate metabolism	0	0	0	0	2	0
M00089	Triacylglycerol biosynthesis	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	ec:2.3.1.51	K00655	Inorganics	Phosphate metabolism	0	0	0	0	2	0
NA	NA	map00630	Glyoxylate and dicarboxylate metabolism	NA	NA	NA	glcD	glycolate oxidase [EC:1.1.3.15]	ec:1.1.3.15	K00104	NA	NA	0	0	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	glcD	glycolate oxidase [EC:1.1.3.15]	ec:1.1.3.15	K00104	NA	NA	0	0	0	0	1	0
NA	NA	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	glcD	glycolate oxidase [EC:1.1.3.15]	ec:1.1.3.15	K00104	NA	NA	0	0	0	0	1	0
NA	NA	map01120	Microbial metabolism in diverse environments	NA	NA	NA	glcD	glycolate oxidase [EC:1.1.3.15]	ec:1.1.3.15	K00104	NA	NA	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	era, ERAL1	GTPase	NA	K03595	NA	NA	0	0	0	0	1	0
NA	NA	map02010	ABC transporters	NA	NA	NA	livG	branched-chain amino acid transport system ATP-binding protein	NA	K01995	NA	NA	0	0	0	0	1	1
NA	NA	map02024	Quorum sensing	NA	NA	NA	livG	branched-chain amino acid transport system ATP-binding protein	NA	K01995	NA	NA	0	0	0	0	1	1
NA	NA	map02010	ABC transporters	NA	NA	NA	livM	branched-chain amino acid transport system permease protein	NA	K01998	NA	NA	0	0	0	0	1	1
NA	NA	map02024	Quorum sensing	NA	NA	NA	livM	branched-chain amino acid transport system permease protein	NA	K01998	NA	NA	0	0	0	0	1	1
NA	NA	map02010	ABC transporters	NA	NA	NA	livH	branched-chain amino acid transport system permease protein	NA	K01997	NA	NA	0	0	0	0	1	0
NA	NA	map02024	Quorum sensing	NA	NA	NA	livH	branched-chain amino acid transport system permease protein	NA	K01997	NA	NA	0	0	0	0	1	0
M00144	NADH:quinone oxidoreductase, prokaryotes	map00190	Oxidative phosphorylation	Oxidative phosphorylation	NADH-quinone oxidoreductase	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	nuoA	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	ec:7.1.1.2	K00330	Oxidative Phosphorylation	NADH-quinone oxidoreductase	0	0	0	0	1	0
M00144	NADH:quinone oxidoreductase, prokaryotes	map01100	Metabolic pathways	Oxidative phosphorylation	NADH-quinone oxidoreductase	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	nuoA	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	ec:7.1.1.2	K00330	Oxidative Phosphorylation	NADH-quinone oxidoreductase	0	0	0	0	1	0
M00144	NADH:quinone oxidoreductase, prokaryotes	map00190	Oxidative phosphorylation	Oxidative phosphorylation	NADH-quinone oxidoreductase	nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	nuoD	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	ec:7.1.1.2	K00333	Oxidative Phosphorylation	NADH-quinone oxidoreductase	0	0	0	0	1	0
M00144	NADH:quinone oxidoreductase, prokaryotes	map01100	Metabolic pathways	Oxidative phosphorylation	NADH-quinone oxidoreductase	nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	nuoD	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	ec:7.1.1.2	K00333	Oxidative Phosphorylation	NADH-quinone oxidoreductase	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	prx	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	ec:1.11.1.24	K24158	NA	NA	0	0	0	0	1	0
NA	NA	map00511	Other glycan degradation	NA	NA	NA	AXY8, FUC95A, afcA	alpha-L-fucosidase 2 [EC:3.2.1.51]	ec:3.2.1.51	K15923	NA	NA	0	0	0	0	1	1
NA	NA	map00380	Tryptophan metabolism	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	map00460	Cyanoamino acid metabolism	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	map00627	Aminobenzoate degradation	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	map00643	Styrene degradation	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	map00910	Nitrogen metabolism	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	map01120	Microbial metabolism in diverse environments	NA	NA	NA	E3.5.5.1	nitrilase [EC:3.5.5.1]	ec:3.5.5.1	K01501	NA	NA	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	pqqL	zinc protease [EC:3.4.24.-]	NA	K07263	NA	NA	0	0	0	0	1	0
NA	NA	map00360	Phenylalanine metabolism	NA	NA	NA	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]	ec:1.14.16.1	K00500	NA	NA	0	0	0	0	1	0
NA	NA	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	NA	NA	NA	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]	ec:1.14.16.1	K00500	NA	NA	0	0	0	0	1	0
NA	NA	map00790	Folate biosynthesis	NA	NA	NA	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]	ec:1.14.16.1	K00500	NA	NA	0	0	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]	ec:1.14.16.1	K00500	NA	NA	0	0	0	0	1	0
NA	NA	map01230	Biosynthesis of amino acids	NA	NA	NA	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]	ec:1.14.16.1	K00500	NA	NA	0	0	0	0	1	0
NA	NA	map00790	Folate biosynthesis	NA	NA	NA	queE	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	ec:4.3.99.3	K10026	NA	NA	0	0	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	queE	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	ec:4.3.99.3	K10026	NA	NA	0	0	0	0	1	0
NA	NA	map00790	Folate biosynthesis	NA	NA	NA	queC	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	ec:6.3.4.20	K06920	NA	NA	0	0	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	queC	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	ec:6.3.4.20	K06920	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map00260	Glycine, serine and threonine metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map00260	Glycine, serine and threonine metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map00270	Cysteine and methionine metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map00270	Cysteine and methionine metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map00680	Methane metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
